Subject,Item,Key,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9
1,going_to_water,4.0,3.0,2.0,3.0,7.0,6.0,8.0,3.0,8.0,4.0,6.0
1,going_to_deer,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,6.0,8.0,8.0
1,going_to_rabbit,7.0,7.0,4.0,7.0,6.0,7.0,7.0,7.0,4.0,7.0,1.0
1,going_to_beer,6.0,1.0,1.0,1.0,3.0,4.0,6.0,4.0,5.0,6.0,3.0
1,going_to_apple,3.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0
1,going_to_juice,5.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,6.0
1,going_to_peach,2.0,5.0,6.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,6.0
1,going_to_pear,1.0,6.0,7.0,6.0,2.0,3.0,1.0,6.0,7.0,1.0,3.0
1,gathering_water,6.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,3.0,6.0,7.0
1,gathering_deer,2.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0
1,gathering_rabbit,1.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0
1,gathering_beer,8.0,6.0,8.0,6.0,3.0,8.0,5.0,7.0,8.0,8.0,4.0
1,gathering_apple,5.0,3.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0
1,gathering_juice,7.0,7.0,6.0,7.0,4.0,7.0,8.0,6.0,7.0,7.0,7.0
1,gathering_peach,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,6.0,4.0,7.0
1,gathering_pear,3.0,5.0,3.0,5.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0
1,boiling_water,6.0,8.0,7.0,8.0,6.0,6.0,3.0,7.0,5.0,6.0,7.5
1,boiling_deer,5.0,3.0,3.0,1.5,2.0,3.0,7.0,2.0,6.0,4.0,2.0
1,boiling_rabbit,1.0,3.0,2.0,1.5,3.0,3.0,4.0,1.0,2.0,5.0,1.0
1,boiling_beer,8.0,6.0,1.0,6.0,1.0,7.0,8.0,6.0,8.0,8.0,6.0
1,boiling_apple,3.0,3.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,3.0,4.0
1,boiling_juice,7.0,7.0,8.0,7.0,7.0,8.0,1.0,8.0,7.0,7.0,7.5
1,boiling_peach,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0
1,boiling_pear,3.0,3.0,6.0,3.0,8.0,3.0,6.0,4.0,4.0,1.0,4.0
1,pouring_water,6.0,8.0,2.0,8.0,4.0,6.0,7.0,6.0,8.0,6.0,7.5
1,pouring_deer,5.0,1.5,7.0,3.0,6.0,1.0,4.0,1.0,7.0,4.0,2.0
1,pouring_rabbit,1.0,1.5,3.0,3.0,2.0,2.0,5.0,2.0,6.0,5.0,1.0
1,pouring_beer,8.0,6.0,6.0,6.0,8.0,8.0,2.0,7.0,4.0,8.0,6.0
1,pouring_apple,4.0,4.0,4.0,3.0,5.0,4.0,6.0,5.0,2.0,3.0,4.0
1,pouring_juice,7.0,7.0,1.0,7.0,1.0,7.0,1.0,8.0,5.0,7.0,7.5
1,pouring_peach,3.0,5.0,8.0,3.0,3.0,5.0,8.0,4.0,3.0,2.0,4.0
1,pouring_pear,2.0,3.0,5.0,3.0,7.0,3.0,3.0,3.0,1.0,1.0,4.0
1,drinking_water,6.0,8.0,5.0,8.0,3.0,3.0,8.0,6.0,8.0,6.0,7.5
1,drinking_deer,5.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,6.0,4.0,2.0
1,drinking_rabbit,1.0,2.0,1.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0,1.0
1,drinking_beer,8.0,6.0,7.0,6.0,8.0,5.0,1.0,7.0,4.0,8.0,6.0
1,drinking_apple,4.0,4.0,8.0,4.0,1.0,8.0,4.0,3.0,7.0,3.0,4.0
1,drinking_juice,7.0,7.0,6.0,7.0,7.0,4.0,7.0,8.0,5.0,7.0,7.5
1,drinking_peach,3.0,5.0,3.0,3.0,6.0,7.0,6.0,4.0,2.0,2.0,4.0
1,drinking_pear,2.0,3.0,4.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,4.0
1,chasing_water,1.5,4.0,6.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0,2.5
1,chasing_deer,8.0,8.0,4.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0
1,chasing_rabbit,7.0,7.0,3.0,7.0,3.0,7.0,6.0,7.0,5.0,7.0,7.0
1,chasing_beer,1.5,6.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0
1,chasing_apple,4.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,6.0,6.0,4.5
1,chasing_juice,3.0,5.0,7.0,2.0,8.0,2.0,4.0,2.0,3.0,2.0,2.5
1,chasing_peach,6.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,6.0
1,chasing_pear,5.0,1.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,4.0,4.5
1,shooting_water,1.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0
1,shooting_deer,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
1,shooting_rabbit,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0
1,shooting_beer,3.0,2.0,2.0,6.0,4.0,1.0,7.0,1.0,5.0,3.0,2.0
1,shooting_apple,6.0,5.0,5.0,3.0,2.0,6.0,2.0,6.0,3.0,6.0,5.0
1,shooting_juice,2.0,2.0,1.0,5.0,6.0,2.0,1.0,2.0,8.0,2.0,2.0
1,shooting_peach,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0
1,shooting_pear,4.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0
1,butchering_water,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0
1,butchering_deer,8.0,8.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0
1,butchering_rabbit,7.0,7.0,4.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,7.0
1,butchering_beer,3.0,2.0,8.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0
1,butchering_apple,6.0,5.0,2.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,4.5
1,butchering_juice,2.0,2.0,7.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
1,butchering_peach,5.0,6.0,3.0,5.0,8.0,7.0,4.0,5.0,7.0,5.0,6.0
1,butchering_pear,4.0,4.0,5.0,4.0,6.0,4.0,7.0,4.0,1.0,4.0,4.5
1,washing_water,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0
1,washing_deer,5.0,1.0,1.0,4.0,7.0,1.0,8.0,4.0,5.0,5.0,5.0
1,washing_rabbit,4.0,5.0,6.0,5.0,8.0,5.0,5.0,5.0,8.0,4.0,4.0
1,washing_beer,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,1.0,3.0,2.0
1,washing_apple,8.0,8.0,5.0,6.0,4.0,8.0,3.0,7.0,6.0,8.0,6.5
1,washing_juice,2.0,3.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0
1,washing_peach,7.0,6.0,4.0,7.0,2.0,7.0,7.0,8.0,3.0,7.0,8.0
1,washing_pear,6.0,7.0,7.0,8.0,5.0,6.0,4.0,6.0,7.0,6.0,6.5
1,cooking_water,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0
1,cooking_deer,7.0,7.0,1.0,4.0,8.0,7.0,8.0,7.0,4.0,7.0,7.0
1,cooking_rabbit,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,1.0,8.0,8.0
1,cooking_beer,3.0,3.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,2.0
1,cooking_apple,6.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,7.0,6.0,5.0
1,cooking_juice,2.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0
1,cooking_peach,5.0,5.0,7.0,6.0,3.0,5.0,2.0,6.0,6.0,5.0,5.0
1,cooking_pear,4.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0
1,eating_water,1.0,1.0,8.0,2.0,3.0,3.0,8.0,3.0,5.0,1.0,2.5
1,eating_deer,4.0,4.0,2.0,4.0,7.0,4.0,6.0,1.0,2.0,4.0,4.0
1,eating_rabbit,8.0,8.0,5.0,5.0,4.0,8.0,4.0,5.0,1.0,8.0,5.0
1,eating_beer,3.0,3.0,6.0,2.0,6.0,1.0,1.0,4.0,6.0,3.0,1.0
1,eating_apple,7.0,5.0,4.0,6.0,1.0,5.0,2.0,7.0,4.0,7.0,6.5
1,eating_juice,2.0,2.0,1.0,2.0,8.0,2.0,5.0,2.0,3.0,2.0,2.5
1,eating_peach,6.0,6.0,3.0,7.0,5.0,6.0,3.0,8.0,7.0,6.0,8.0
1,eating_pear,5.0,7.0,7.0,8.0,2.0,7.0,7.0,6.0,8.0,5.0,6.5
1,trapping_water,1.0,4.0,2.0,3.0,1.0,4.0,7.0,2.0,4.0,1.0,2.5
1,trapping_deer,7.0,4.0,7.0,7.0,8.0,4.0,5.0,7.0,2.0,7.0,7.0
1,trapping_rabbit,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,8.0,8.0
1,trapping_beer,3.0,4.0,1.0,1.0,5.0,4.0,3.0,2.0,8.0,3.0,1.0
1,trapping_apple,6.0,4.0,5.0,6.0,2.0,4.0,1.0,5.0,1.0,6.0,5.0
1,trapping_juice,2.0,4.0,3.0,2.0,6.0,4.0,6.0,2.0,7.0,2.0,2.5
1,trapping_peach,5.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,5.0
1,trapping_pear,4.0,4.0,4.0,5.0,4.0,4.0,2.0,6.0,5.0,4.0,5.0
1,waiting_water,1.0,3.5,5.0,3.5,3.0,3.0,1.0,2.0,2.0,1.0,2.5
1,waiting_deer,7.0,7.0,4.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0
1,waiting_rabbit,8.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,5.0,8.0,8.0
1,waiting_beer,3.0,3.5,7.0,3.5,1.0,1.0,8.0,2.0,4.0,3.0,1.0
1,waiting_apple,6.0,3.5,2.0,3.5,8.0,6.0,5.0,5.0,3.0,6.0,5.0
1,waiting_juice,2.0,3.5,6.0,3.5,2.0,2.0,2.0,2.0,1.0,2.0,2.5
1,waiting_peach,5.0,3.5,3.0,3.5,7.0,4.0,3.0,4.0,8.0,5.0,5.0
1,waiting_pear,4.0,3.5,1.0,3.5,4.0,5.0,7.0,6.0,6.0,4.0,5.0
1,catching_water,1.0,2.0,1.0,3.5,7.0,3.0,6.0,3.5,7.0,1.0,2.5
1,catching_deer,7.0,8.0,8.0,7.0,3.0,8.0,7.0,7.0,4.0,7.0,7.0
1,catching_rabbit,8.0,7.0,3.0,8.0,8.0,7.0,8.0,8.0,1.0,8.0,8.0
1,catching_beer,3.0,2.0,2.0,3.5,2.0,1.0,1.0,3.5,6.0,3.0,1.0
1,catching_apple,6.0,5.0,5.0,3.5,4.0,6.0,4.0,3.5,5.0,6.0,5.0
1,catching_juice,2.0,2.0,7.0,3.5,1.0,2.0,5.0,3.5,2.0,2.0,2.5
1,catching_peach,5.0,4.0,4.0,3.5,5.0,4.0,3.0,3.5,8.0,5.0,5.0
1,catching_pear,4.0,6.0,6.0,3.5,6.0,5.0,2.0,3.5,3.0,4.0,5.0
1,peeling_water,1.0,2.5,1.0,2.5,1.0,2.0,8.0,4.0,3.0,1.0,2.5
1,peeling_deer,5.0,2.5,2.0,2.5,8.0,4.0,1.0,1.0,4.0,4.0,5.0
1,peeling_rabbit,4.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0
1,peeling_beer,3.0,2.5,6.0,2.5,3.0,2.0,2.0,2.0,1.0,3.0,1.0
1,peeling_apple,8.0,6.0,4.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,6.5
1,peeling_juice,2.0,2.5,8.0,2.5,4.0,2.0,7.0,3.0,5.0,2.0,2.5
1,peeling_peach,7.0,7.0,5.0,7.0,6.0,7.0,4.0,7.0,8.0,7.0,8.0
1,peeling_pear,6.0,8.0,7.0,8.0,5.0,8.0,3.0,8.0,6.0,6.0,6.5
2,going_to_juice,5.0,2.0,5.0,3.5,8.0,6.0,6.0,3.5,4.0,5.0,5.0
2,going_to_apple,3.0,6.0,7.0,3.5,7.0,2.0,3.0,3.5,2.0,3.0,8.0
2,going_to_pear,2.0,4.0,3.0,3.5,6.0,3.0,1.0,3.5,8.0,2.0,5.0
2,going_to_water,6.0,1.0,1.0,3.5,4.0,5.0,2.0,3.5,7.0,6.0,5.0
2,going_to_deer,8.0,7.0,4.0,7.0,2.0,8.0,7.0,8.0,3.0,8.0,2.0
2,going_to_rabbit,7.0,8.0,8.0,8.0,1.0,7.0,8.0,7.0,1.0,7.0,1.0
2,going_to_beer,4.0,3.0,6.0,3.5,3.0,4.0,5.0,3.5,6.0,4.0,5.0
2,going_to_peach,1.0,5.0,2.0,3.5,5.0,1.0,4.0,3.5,5.0,1.0,5.0
2,gathering_juice,7.0,7.0,6.0,7.0,3.0,6.0,8.0,7.0,3.0,7.0,6.0
2,gathering_apple,5.0,3.0,8.0,3.0,4.0,5.0,6.0,4.0,1.0,5.0,3.0
2,gathering_pear,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0
2,gathering_water,8.0,6.0,4.0,6.0,7.0,8.0,7.0,8.0,2.0,8.0,6.0
2,gathering_deer,2.5,1.0,7.0,2.0,2.0,1.0,2.0,1.0,8.0,2.5,1.0
2,gathering_rabbit,2.5,2.0,1.0,1.0,1.0,2.0,4.0,2.0,7.0,2.5,2.0
2,gathering_beer,6.0,8.0,2.0,8.0,6.0,7.0,3.0,6.0,6.0,6.0,6.0
2,gathering_peach,1.0,5.0,5.0,5.0,8.0,4.0,1.0,3.0,4.0,1.0,6.0
2,boiling_juice,7.0,7.0,5.0,7.0,6.0,8.0,5.0,8.0,1.0,7.0,7.0
2,boiling_apple,3.0,3.0,6.0,5.0,2.0,3.0,2.0,5.0,8.0,3.0,5.0
2,boiling_pear,1.5,3.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.5
2,boiling_water,8.0,6.0,3.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0
2,boiling_deer,4.0,3.0,1.0,1.5,1.0,3.0,1.0,2.0,5.0,5.0,1.0
2,boiling_rabbit,5.0,3.0,8.0,1.5,8.0,3.0,8.0,1.0,6.0,4.0,2.0
2,boiling_beer,6.0,8.0,4.0,8.0,3.0,6.0,6.0,7.0,4.0,6.0,7.0
2,boiling_peach,1.5,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,3.5
2,pouring_juice,7.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0
2,pouring_apple,3.0,4.0,1.0,3.0,7.0,5.0,3.0,5.0,3.0,3.0,5.0
2,pouring_pear,2.0,3.0,6.0,3.0,1.0,3.0,1.0,3.0,6.0,2.0,3.5
2,pouring_water,8.0,6.0,2.0,6.0,5.0,7.0,7.0,6.0,1.0,8.0,7.0
2,pouring_deer,4.0,1.5,4.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,1.0
2,pouring_rabbit,5.0,1.5,3.0,3.0,3.0,1.0,2.0,1.0,8.0,4.0,2.0
2,pouring_beer,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,6.0,7.0
2,pouring_peach,1.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,3.5
2,drinking_juice,7.0,7.0,2.0,7.0,8.0,3.0,5.0,8.0,8.0,7.0,7.0
2,drinking_apple,3.0,5.0,7.0,5.0,1.0,8.0,4.0,5.0,2.0,3.0,5.0
2,drinking_pear,2.0,3.0,3.0,4.0,5.0,6.0,8.0,3.0,1.0,2.0,3.5
2,drinking_water,8.0,6.0,4.0,6.0,6.0,4.0,3.0,6.0,5.0,8.0,7.0
2,drinking_deer,4.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0
2,drinking_rabbit,5.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0
2,drinking_beer,6.0,8.0,1.0,8.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0
2,drinking_peach,1.0,4.0,6.0,3.0,4.0,7.0,7.0,4.0,7.0,1.0,3.5
2,washing_juice,2.5,2.0,5.0,2.0,7.0,1.0,5.0,5.0,1.0,2.0,2.0
2,washing_apple,8.0,7.0,2.0,6.0,5.5,8.0,7.0,7.0,5.0,8.0,6.0
2,washing_pear,7.0,8.0,3.0,7.0,5.5,7.0,3.0,6.0,3.0,7.0,7.5
2,washing_water,1.0,3.0,8.0,3.0,4.0,3.0,2.0,4.0,6.0,3.0,2.0
2,washing_deer,5.5,4.0,1.0,5.0,8.0,4.0,6.0,2.0,2.0,5.5,4.0
2,washing_rabbit,5.5,5.0,7.0,4.0,3.0,2.0,1.0,1.0,7.0,5.5,5.0
2,washing_beer,2.5,1.0,6.0,1.0,2.0,5.0,4.0,3.0,4.0,1.0,2.0
2,washing_peach,4.0,6.0,4.0,8.0,1.0,6.0,8.0,8.0,8.0,4.0,7.5
2,peeling_juice,2.0,3.0,3.0,2.5,3.0,4.0,3.0,5.0,8.0,2.0,2.0
2,peeling_apple,8.0,6.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,8.0,6.0
2,peeling_pear,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,1.0,7.0,7.5
2,peeling_water,3.0,3.0,2.0,2.5,1.0,3.0,7.0,4.0,7.0,3.0,2.0
2,peeling_deer,4.0,3.0,7.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0
2,peeling_rabbit,5.0,3.0,5.0,2.5,2.0,1.0,2.0,1.0,3.0,4.0,4.0
2,peeling_beer,1.0,3.0,1.0,2.5,5.0,5.0,5.0,3.0,4.0,1.0,2.0
2,peeling_peach,6.0,8.0,4.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,7.5
2,eating_juice,2.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0
2,eating_apple,7.0,6.0,7.0,6.0,8.0,5.0,7.0,7.0,3.0,7.0,6.0
2,eating_pear,6.0,7.0,1.0,7.0,6.0,7.0,6.0,8.0,4.0,6.0,7.5
2,eating_water,3.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,8.0,3.0,2.0
2,eating_deer,8.0,5.0,8.0,5.0,1.0,8.0,4.0,5.0,2.0,8.0,5.0
2,eating_rabbit,5.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,7.0,5.0,4.0
2,eating_beer,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0
2,eating_peach,4.0,8.0,3.0,8.0,7.0,6.0,8.0,6.0,1.0,4.0,7.5
2,chasing_juice,2.0,5.0,2.0,3.5,2.0,5.0,4.0,5.0,3.0,2.0,2.0
2,chasing_apple,6.0,3.0,5.0,3.5,5.0,4.0,3.0,3.0,6.0,6.0,6.0
2,chasing_pear,5.0,2.0,7.0,3.5,7.0,3.0,7.0,2.0,2.0,5.0,4.5
2,chasing_water,3.0,6.0,4.0,3.5,3.0,6.0,2.0,6.0,1.0,3.0,2.0
2,chasing_deer,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0
2,chasing_rabbit,7.0,7.0,1.0,7.0,8.0,7.0,5.0,7.0,8.0,7.0,7.0
2,chasing_beer,1.0,4.0,3.0,3.5,4.0,2.0,1.0,4.0,5.0,1.0,2.0
2,chasing_peach,4.0,1.0,6.0,3.5,6.0,1.0,6.0,1.0,4.0,4.0,4.5
2,shooting_juice,2.0,3.0,2.0,6.0,2.0,3.0,5.0,5.0,5.5,2.0,2.0
2,shooting_apple,6.0,5.0,7.0,4.0,4.0,5.0,3.0,6.0,8.0,6.0,6.0
2,shooting_pear,5.0,6.0,1.0,2.0,3.0,6.0,4.0,4.0,7.0,5.0,4.5
2,shooting_water,3.0,2.0,5.0,5.0,7.0,2.0,6.0,3.0,4.0,3.0,2.0
2,shooting_deer,8.0,7.0,8.0,8.0,1.0,7.0,8.0,8.0,2.0,8.0,8.0
2,shooting_rabbit,7.0,8.0,4.0,7.0,8.0,8.0,2.0,7.0,5.5,7.0,7.0
2,shooting_beer,1.0,1.0,3.0,3.0,5.0,1.0,7.0,2.0,3.0,1.0,2.0
2,shooting_peach,4.0,4.0,6.0,1.0,6.0,4.0,1.0,1.0,1.0,4.0,4.5
2,butchering_juice,2.0,1.0,4.0,3.0,6.0,1.0,6.0,3.0,7.0,2.0,2.0
2,butchering_apple,6.0,6.0,6.0,6.0,1.0,6.0,7.0,6.0,4.0,6.0,6.0
2,butchering_pear,5.0,5.0,1.0,5.0,8.0,5.0,3.0,5.0,1.0,5.0,4.5
2,butchering_water,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0
2,butchering_deer,7.5,4.0,8.0,7.0,2.0,2.0,5.0,7.0,5.0,7.5,7.0
2,butchering_rabbit,7.5,8.0,7.0,8.0,5.0,8.0,8.0,8.0,2.0,7.5,8.0
2,butchering_beer,1.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,6.0,1.0,2.0
2,butchering_peach,4.0,7.0,5.0,4.0,7.0,7.0,2.0,4.0,8.0,4.0,4.5
2,cooking_juice,2.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,7.0,2.0,2.0
2,cooking_apple,6.0,7.0,1.0,8.0,2.0,7.0,7.0,7.0,2.0,6.0,6.0
2,cooking_pear,5.0,6.0,2.0,7.0,8.0,6.0,3.0,5.0,8.0,5.0,4.5
2,cooking_water,3.0,3.0,5.0,3.0,7.0,3.0,1.0,2.0,6.0,3.0,2.0
2,cooking_deer,8.0,8.0,7.0,5.0,6.0,8.0,6.0,8.0,3.0,8.0,8.0
2,cooking_rabbit,7.0,4.0,8.0,4.0,3.0,4.0,4.0,4.0,1.0,7.0,7.0
2,cooking_beer,1.0,1.0,6.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0
2,cooking_peach,4.0,5.0,4.0,6.0,5.0,5.0,8.0,6.0,4.0,4.0,4.5
2,trapping_juice,2.0,4.0,3.0,4.0,4.0,4.0,6.0,3.5,8.0,2.0,2.0
2,trapping_apple,6.0,4.0,6.0,4.0,8.0,4.0,3.0,3.5,4.0,6.0,6.0
2,trapping_pear,5.0,4.0,8.0,4.0,1.0,4.0,1.0,3.5,2.0,5.0,4.5
2,trapping_water,3.0,4.0,5.0,4.0,7.0,4.0,7.0,3.5,3.0,3.0,2.0
2,trapping_deer,7.0,4.0,2.0,4.0,5.0,4.0,2.0,7.0,1.0,7.0,7.0
2,trapping_rabbit,8.0,8.0,1.0,8.0,3.0,8.0,4.0,8.0,5.0,8.0,8.0
2,trapping_beer,1.0,4.0,4.0,4.0,2.0,4.0,8.0,3.5,7.0,1.0,2.0
2,trapping_peach,4.0,4.0,7.0,4.0,6.0,4.0,5.0,3.5,6.0,4.0,4.5
2,waiting_juice,2.0,3.0,8.0,4.0,7.0,3.0,8.0,5.0,6.0,2.0,2.0
2,waiting_apple,6.0,5.0,3.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0
2,waiting_pear,5.0,6.0,2.0,4.0,2.0,6.0,4.0,4.0,5.0,5.0,4.5
2,waiting_water,3.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,8.0,3.0,2.0
2,waiting_deer,7.0,7.0,5.0,4.0,8.0,7.0,6.0,7.0,3.0,7.0,7.0
2,waiting_rabbit,8.0,8.0,4.0,8.0,5.0,8.0,3.0,8.0,1.0,8.0,8.0
2,waiting_beer,1.0,1.0,7.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,2.0
2,waiting_peach,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.5
2,catching_juice,2.0,3.0,7.0,6.0,6.0,3.0,5.0,5.0,3.0,2.0,2.0
2,catching_apple,6.0,5.0,1.0,4.0,1.0,5.0,2.0,6.0,2.0,6.0,6.0
2,catching_pear,5.0,6.0,8.0,2.0,3.0,6.0,3.0,4.0,7.0,5.0,4.5
2,catching_water,3.0,2.0,4.0,5.0,2.0,2.0,6.0,3.0,5.0,3.0,2.0
2,catching_deer,7.0,7.0,3.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0
2,catching_rabbit,8.0,8.0,2.0,8.0,4.0,8.0,1.0,8.0,1.0,8.0,8.0
2,catching_beer,1.0,1.0,5.0,3.0,5.0,1.0,8.0,2.0,4.0,1.0,2.0
2,catching_peach,4.0,4.0,6.0,1.0,7.0,4.0,4.0,1.0,8.0,4.0,4.5
2,stabbing_juice,2.0,3.0,2.0,3.5,8.0,3.0,3.0,5.0,3.0,2.0,2.0
2,stabbing_apple,6.0,5.0,3.0,3.5,4.0,5.0,1.0,6.0,1.0,6.0,6.0
2,stabbing_pear,5.0,6.0,7.0,3.5,7.0,6.0,2.0,4.0,7.0,5.0,4.5
2,stabbing_water,3.0,2.0,6.0,3.5,2.0,2.0,5.0,3.0,6.0,3.0,2.0
2,stabbing_deer,7.5,7.0,5.0,8.0,1.0,7.0,8.0,8.0,5.0,7.5,7.0
2,stabbing_rabbit,7.5,8.0,1.0,7.0,3.0,8.0,6.0,7.0,4.0,7.5,8.0
2,stabbing_beer,1.0,1.0,8.0,3.5,5.0,1.0,7.0,2.0,2.0,1.0,2.0
2,stabbing_peach,4.0,4.0,4.0,3.5,6.0,4.0,4.0,1.0,8.0,4.0,4.5
2,throwing_juice,2.0,5.0,7.0,3.5,6.0,5.0,1.0,5.0,5.0,2.0,2.0
2,throwing_apple,6.0,3.0,6.0,3.5,5.0,3.0,4.0,3.0,2.0,6.0,6.0
2,throwing_pear,5.0,2.0,8.0,3.5,4.0,2.0,3.0,2.0,3.0,5.0,4.5
2,throwing_water,3.0,6.0,5.0,3.5,8.0,6.0,8.0,6.0,7.0,3.0,2.0
2,throwing_deer,8.0,8.0,2.0,8.0,1.0,8.0,6.0,8.0,1.0,8.0,8.0
2,throwing_rabbit,7.0,7.0,1.0,7.0,2.0,7.0,7.0,7.0,6.0,7.0,7.0
2,throwing_beer,1.0,4.0,4.0,3.5,7.0,4.0,2.0,4.0,8.0,1.0,2.0
2,throwing_peach,4.0,1.0,3.0,3.5,3.0,1.0,5.0,1.0,4.0,4.0,4.5
3,going_to_juice,5.0,3.0,3.0,3.0,3.0,6.0,1.0,2.0,6.0,5.0,5.0
3,going_to_pear,3.0,5.0,1.0,5.0,1.0,3.0,7.0,6.0,8.0,3.0,5.0
3,going_to_deer,8.0,7.0,2.0,7.0,8.0,7.0,4.0,8.0,1.0,8.0,1.0
3,going_to_rabbit,2.0,8.0,8.0,8.0,2.0,8.0,8.0,7.0,4.0,2.0,2.0
3,going_to_apple,1.0,6.0,7.0,6.0,6.0,2.0,5.0,5.0,2.0,1.0,5.0
3,going_to_peach,4.0,4.0,5.0,4.0,7.0,1.0,2.0,4.0,7.0,4.0,5.0
3,going_to_beer,7.0,1.0,4.0,1.0,5.0,4.0,6.0,3.0,5.0,7.0,5.0
